po_number,vendor_name,vendor_country,sku_id,sku_name,size,quantity_ordered,order_date,eta_date,actual_arrival,destination,status,notes
"PO-2026-1026","Artcraft Leather Goods","India","mango-chilli","Mango Chilli","UK10","6","2026-05-15","2026-06-09","","WH-BLR-MAIN","Confirmed",""
"PO-2026-1026","Artcraft Leather Goods","India","mango-chilli","Mango Chilli","UK11","2","2026-05-15","2026-06-09","","WH-BLR-MAIN","Confirmed",""
"PO-2026-1027","Binh Duong Footwear Ltd.","Vietnam","chestnut","Chestnut","UK6","3","2026-05-15","2026-06-09","","WH-BLR-MAIN","Confirmed",""
"PO-2026-1027","Binh Duong Footwear Ltd.","Vietnam","chestnut","Chestnut","UK7","3","2026-05-15","2026-06-09","","WH-BLR-MAIN","Confirmed",""
"PO-2026-1027","Binh Duong Footwear Ltd.","Vietnam","chestnut","Chestnut","UK8","8","2026-05-15","2026-06-09","","WH-BLR-MAIN","Confirmed",""
"PO-2026-1027","Binh Duong Footwear Ltd.","Vietnam","chestnut","Chestnut","UK9","7","2026-05-15","2026-06-09","","WH-BLR-MAIN","Confirmed",""
"PO-2026-1027","Binh Duong Footwear Ltd.","Vietnam","chestnut","Chestnut","UK10","6","2026-05-15","2026-06-09","","WH-BLR-MAIN","Confirmed",""
"PO-2026-1027","Binh Duong Footwear Ltd.","Vietnam","chestnut","Chestnut","UK11","2","2026-05-15","2026-06-09","","WH-BLR-MAIN","Confirmed",""
"PO-2026-1028","PT Jakarta Sole Works","Indonesia","saffron","Apex Cyberpunk","UK6","2","2026-05-15","2026-06-09","","WH-BLR-MAIN","Confirmed",""
"PO-2026-1028","PT Jakarta Sole Works","Indonesia","saffron","Apex Cyberpunk","UK7","5","2026-05-15","2026-06-09","","WH-BLR-MAIN","Confirmed",""
"PO-2026-1028","PT Jakarta Sole Works","Indonesia","saffron","Apex Cyberpunk","UK8","9","2026-05-15","2026-06-09","","WH-BLR-MAIN","Confirmed",""
"PO-2026-1028","PT Jakarta Sole Works","Indonesia","saffron","Apex Cyberpunk","UK9","8","2026-05-15","2026-06-09","","WH-BLR-MAIN","Confirmed",""
"PO-2026-1028","PT Jakarta Sole Works","Indonesia","saffron","Apex Cyberpunk","UK10","4","2026-05-15","2026-06-09","","WH-BLR-MAIN","Confirmed",""
"PO-2026-1028","PT Jakarta Sole Works","Indonesia","saffron","Apex Cyberpunk","UK11","3","2026-05-15","2026-06-09","","WH-BLR-MAIN","Confirmed",""
"PO-2026-1029","PT Jakarta Sole Works","Indonesia","madagascar","Madagascar","UK6","2","2026-05-19","2026-06-16","","WH-BLR-MAIN","Confirmed","Bulk order for Delhi + Ahmedabad restock"
"PO-2026-1029","PT Jakarta Sole Works","Indonesia","madagascar","Madagascar","UK7","4","2026-05-19","2026-06-16","","WH-BLR-MAIN","Confirmed","Bulk order for Delhi + Ahmedabad restock"
"PO-2026-1029","PT Jakarta Sole Works","Indonesia","madagascar","Madagascar","UK8","10","2026-05-19","2026-06-16","","WH-BLR-MAIN","Confirmed","Bulk order for Delhi + Ahmedabad restock"
"PO-2026-1029","PT Jakarta Sole Works","Indonesia","madagascar","Madagascar","UK9","8","2026-05-19","2026-06-16","","WH-BLR-MAIN","Confirmed","Bulk order for Delhi + Ahmedabad restock"
"PO-2026-1029","PT Jakarta Sole Works","Indonesia","madagascar","Madagascar","UK10","5","2026-05-19","2026-06-16","","WH-BLR-MAIN","Confirmed","Bulk order for Delhi + Ahmedabad restock"
"PO-2026-1029","PT Jakarta Sole Works","Indonesia","madagascar","Madagascar","UK11","3","2026-05-19","2026-06-16","","WH-BLR-MAIN","Confirmed","Bulk order for Delhi + Ahmedabad restock"
"PO-2026-1030","Binh Duong Footwear Ltd.","Vietnam","mango-chilli","Mango Chilli","UK6","3","2026-05-19","2026-06-16","","WH-BLR-MAIN","Confirmed","Bulk order for Delhi + Ahmedabad restock"
"PO-2026-1030","Binh Duong Footwear Ltd.","Vietnam","mango-chilli","Mango Chilli","UK7","4","2026-05-19","2026-06-16","","WH-BLR-MAIN","Confirmed","Bulk order for Delhi + Ahmedabad restock"
"PO-2026-1030","Binh Duong Footwear Ltd.","Vietnam","mango-chilli","Mango Chilli","UK8","9","2026-05-19","2026-06-16","","WH-BLR-MAIN","Confirmed","Bulk order for Delhi + Ahmedabad restock"
"PO-2026-1030","Binh Duong Footwear Ltd.","Vietnam","mango-chilli","Mango Chilli","UK9","6","2026-05-19","2026-06-16","","WH-BLR-MAIN","Confirmed","Bulk order for Delhi + Ahmedabad restock"
"PO-2026-1030","Binh Duong Footwear Ltd.","Vietnam","mango-chilli","Mango Chilli","UK10","4","2026-05-19","2026-06-16","","WH-BLR-MAIN","Confirmed","Bulk order for Delhi + Ahmedabad restock"
"PO-2026-1030","Binh Duong Footwear Ltd.","Vietnam","mango-chilli","Mango Chilli","UK11","2","2026-05-19","2026-06-16","","WH-BLR-MAIN","Confirmed","Bulk order for Delhi + Ahmedabad restock"
"PO-2026-1031","Foshan Athletic Mfg Co.","China","chestnut","Chestnut","UK6","2","2026-05-19","2026-06-16","","WH-BLR-MAIN","Confirmed","Bulk order for Delhi + Ahmedabad restock"
"PO-2026-1031","Foshan Athletic Mfg Co.","China","chestnut","Chestnut","UK7","5","2026-05-19","2026-06-16","","WH-BLR-MAIN","Confirmed","Bulk order for Delhi + Ahmedabad restock"
"PO-2026-1031","Foshan Athletic Mfg Co.","China","chestnut","Chestnut","UK8","9","2026-05-19","2026-06-16","","WH-BLR-MAIN","Confirmed","Bulk order for Delhi + Ahmedabad restock"
"PO-2026-1031","Foshan Athletic Mfg Co.","China","chestnut","Chestnut","UK9","8","2026-05-19","2026-06-16","","WH-BLR-MAIN","Confirmed","Bulk order for Delhi + Ahmedabad restock"
"PO-2026-1031","Foshan Athletic Mfg Co.","China","chestnut","Chestnut","UK10","5","2026-05-19","2026-06-16","","WH-BLR-MAIN","Confirmed","Bulk order for Delhi + Ahmedabad restock"
"PO-2026-1031","Foshan Athletic Mfg Co.","China","chestnut","Chestnut","UK11","2","2026-05-19","2026-06-16","","WH-BLR-MAIN","Confirmed","Bulk order for Delhi + Ahmedabad restock"
"PO-2026-1032","Foshan Athletic Mfg Co.","China","neptune","Neptune","UK6","2","2026-05-19","2026-06-16","","WH-BLR-MAIN","Confirmed","Bulk order for Delhi + Ahmedabad restock"
"PO-2026-1032","Foshan Athletic Mfg Co.","China","neptune","Neptune","UK7","4","2026-05-19","2026-06-16","","WH-BLR-MAIN","Confirmed","Bulk order for Delhi + Ahmedabad restock"
"PO-2026-1032","Foshan Athletic Mfg Co.","China","neptune","Neptune","UK8","8","2026-05-19","2026-06-16","","WH-BLR-MAIN","Confirmed","Bulk order for Delhi + Ahmedabad restock"
"PO-2026-1032","Foshan Athletic Mfg Co.","China","neptune","Neptune","UK9","7","2026-05-19","2026-06-16","","WH-BLR-MAIN","Confirmed","Bulk order for Delhi + Ahmedabad restock"
"PO-2026-1032","Foshan Athletic Mfg Co.","China","neptune","Neptune","UK10","5","2026-05-19","2026-06-16","","WH-BLR-MAIN","Confirmed","Bulk order for Delhi + Ahmedabad restock"
"PO-2026-1032","Foshan Athletic Mfg Co.","China","neptune","Neptune","UK11","3","2026-05-19","2026-06-16","","WH-BLR-MAIN","Confirmed","Bulk order for Delhi + Ahmedabad restock"
